unique_coffee,points_category,points
145,body,7.58
145,balance,7.92
145,uniformity,10
145,clean_cup,10
145,sweetness,10
145,cupper_points,7.83
146,aroma,7.83
146,flavor,7.67
146,aftertaste,7.58
146,acidity,7.92
146,body,7.67
146,balance,7.83
146,uniformity,10
146,clean_cup,10
146,sweetness,10
146,cupper_points,8.08
147,aroma,7.92
147,flavor,7.83
147,aftertaste,7.58
147,acidity,8
147,body,7.83
147,balance,7.67
147,uniformity,10
147,clean_cup,10
147,sweetness,10
147,cupper_points,7.75
148,aroma,7.83
148,flavor,7.83
148,aftertaste,7.83
148,acidity,7.75
148,body,7.58
148,balance,7.83
148,uniformity,10
148,clean_cup,10
148,sweetness,10
148,cupper_points,7.92
149,aroma,7.75
149,flavor,7.83
149,aftertaste,7.67
149,acidity,7.92
149,body,7.75
149,balance,7.83
149,uniformity,10
149,clean_cup,10
149,sweetness,10
149,cupper_points,7.83
150,aroma,8
150,flavor,7.92
150,aftertaste,7.67
150,acidity,7.58
150,body,7.58
150,balance,7.67
150,uniformity,10
150,clean_cup,10
150,sweetness,10
150,cupper_points,8.17
151,aroma,7.67
151,flavor,7.67
151,aftertaste,7.58
151,acidity,7.75
151,body,7.58
151,balance,8.5
151,uniformity,10
151,clean_cup,10
151,sweetness,10
151,cupper_points,7.83
152,aroma,7.75
152,flavor,7.75
152,aftertaste,7.83
152,acidity,7.75
152,body,7.58
152,balance,8
152,uniformity,10
152,clean_cup,10
152,sweetness,10
152,cupper_points,7.92
153,aroma,7.75
153,flavor,7.75
153,aftertaste,7.75
153,acidity,8.08
153,body,7.75
153,balance,7.75
153,uniformity,10
153,clean_cup,10
153,sweetness,10
153,cupper_points,7.75
154,aroma,7.67
154,flavor,7.83
154,aftertaste,7.83
154,acidity,8
154,body,7.58
154,balance,7.92
154,uniformity,10
154,clean_cup,10
154,sweetness,10
154,cupper_points,7.75
155,aroma,7.75
155,flavor,7.83
155,aftertaste,7.75
155,acidity,8
155,body,7.83
155,balance,7.67
155,uniformity,10
155,clean_cup,10
155,sweetness,10
155,cupper_points,7.75
156,aroma,7.42
156,flavor,7.67
156,aftertaste,7.75
156,acidity,7.75
156,body,8.08
156,balance,7.83
156,uniformity,10
156,clean_cup,10
156,sweetness,10
156,cupper_points,8.08
157,aroma,8
157,flavor,8
157,aftertaste,7.75
157,acidity,7.75
157,body,7.58
157,balance,7.75
157,uniformity,10
157,clean_cup,10
157,sweetness,10
157,cupper_points,7.75
158,aroma,8.5
158,flavor,8
158,aftertaste,7.5
158,acidity,7.75
158,body,7.5
158,balance,7.83
158,uniformity,10
158,clean_cup,10
158,sweetness,10
158,cupper_points,7.5
159,aroma,7.92
159,flavor,7.67
159,aftertaste,7.92
159,acidity,7.75
159,body,7.67
159,balance,7.58
159,uniformity,10
159,clean_cup,10
159,sweetness,10
159,cupper_points,8
160,aroma,7.92
160,flavor,7.75
160,aftertaste,7.67
160,acidity,7.75
160,body,7.83
160,balance,7.75
160,uniformity,10
160,clean_cup,10
160,sweetness,10
160,cupper_points,7.83
161,aroma,7.75
161,flavor,7.92
161,aftertaste,7.67
161,acidity,7.83
161,body,7.75
161,balance,7.67
161,uniformity,10
161,clean_cup,10
161,sweetness,10
161,cupper_points,7.92
162,aroma,7.92
162,flavor,7.83
162,aftertaste,7.83
162,acidity,7.83
162,body,7.58
162,balance,7.58
162,uniformity,10
162,clean_cup,10
162,sweetness,10
162,cupper_points,7.92
163,aroma,8.08
163,flavor,7.67
163,aftertaste,7.83
163,acidity,7.83
163,body,7.67
163,balance,7.67
163,uniformity,10
163,clean_cup,10
163,sweetness,10
163,cupper_points,7.75
164,aroma,7.67
164,flavor,8
164,aftertaste,7.75
164,acidity,7.83
164,body,7.75
164,balance,7.58
164,uniformity,10
164,clean_cup,10
164,sweetness,10
164,cupper_points,7.92
165,aroma,8.17
165,flavor,7.83
165,aftertaste,7.67
165,acidity,7.83
165,body,7.67
165,balance,7.83
165,uniformity,10
165,clean_cup,10
165,sweetness,10
165,cupper_points,7.5
166,aroma,7.92
166,flavor,7.83
166,aftertaste,7.67
166,acidity,8
166,body,7.67
166,balance,7.75
166,uniformity,10
166,clean_cup,10
166,sweetness,10
166,cupper_points,7.67
167,aroma,8
167,flavor,7.92
167,aftertaste,7.42
167,acidity,8.08
167,body,7.5
167,balance,7.67
167,uniformity,10
167,clean_cup,10
167,sweetness,10
167,cupper_points,7.92
168,aroma,7.92
168,flavor,7.83
168,aftertaste,7.75
168,acidity,7.75
168,body,7.75
168,balance,7.83
168,uniformity,10
168,clean_cup,10
168,sweetness,10
168,cupper_points,7.67
169,aroma,7.67
169,flavor,8
169,aftertaste,7.67
169,acidity,8
169,body,7.5
169,balance,7.83
169,uniformity,10
169,clean_cup,10
169,sweetness,10
169,cupper_points,7.83
170,aroma,7.81
170,flavor,7.81
170,aftertaste,7.88
170,acidity,7.75
170,body,7.38
170,balance,8.25
170,uniformity,9.5
170,clean_cup,10
170,sweetness,10
170,cupper_points,8.13
171,aroma,8.17
171,flavor,7.67
171,aftertaste,7.75
171,acidity,7.75
171,body,7.67
171,balance,7.75
171,uniformity,10
171,clean_cup,10
171,sweetness,10
171,cupper_points,7.75
172,aroma,7.58
172,flavor,7.83
172,aftertaste,7.83
172,acidity,8
172,body,7.67
172,balance,7.58
172,uniformity,10
172,clean_cup,10
172,sweetness,10
172,cupper_points,7.92
173,aroma,7.67
173,flavor,7.67
173,aftertaste,7.83
173,acidity,7.58
173,body,7.83
173,balance,7.83
173,uniformity,10
173,clean_cup,10
173,sweetness,10
173,cupper_points,8
174,aroma,7.92
174,flavor,7.83
174,aftertaste,7.75
174,acidity,7.67
174,body,7.92
174,balance,7.67
174,uniformity,10
174,clean_cup,10
174,sweetness,10
174,cupper_points,7.67
175,aroma,7.92
175,flavor,7.75
175,aftertaste,7.67
175,acidity,7.92
175,body,7.67
175,balance,7.75
175,uniformity,10
175,clean_cup,10
175,sweetness,10
175,cupper_points,7.75
176,aroma,7.83
176,flavor,7.83
176,aftertaste,7.75
176,acidity,8
176,body,7.5
176,balance,7.75
176,uniformity,10
176,clean_cup,10
176,sweetness,10
176,cupper_points,7.75
177,aroma,7.92
177,flavor,7.92
177,aftertaste,7.5
177,acidity,7.83
177,body,7.5
177,balance,7.92
177,uniformity,10
177,clean_cup,10
177,sweetness,10
177,cupper_points,7.83
178,aroma,7.75
178,flavor,7.92
178,aftertaste,7.75
178,acidity,7.67
178,body,7.83
178,balance,7.67
178,uniformity,10
178,clean_cup,10
178,sweetness,10
178,cupper_points,7.83
179,aroma,7.5
179,flavor,7.75
179,aftertaste,7.83
179,acidity,7.92
179,body,7.92
179,balance,7.75
179,uniformity,10
179,clean_cup,10
179,sweetness,10
179,cupper_points,7.75
180,aroma,7.33
180,flavor,7.58
180,aftertaste,7.83
180,acidity,7.75
180,body,7.75
180,balance,7.92
180,uniformity,10
180,clean_cup,10
180,sweetness,10
180,cupper_points,8.17
181,aroma,7.92
181,flavor,8
181,aftertaste,7.75
181,acidity,7.67
181,body,7.67
181,balance,7.75
181,uniformity,10
181,clean_cup,10
181,sweetness,10
181,cupper_points,7.58
182,aroma,7.58
182,flavor,7.75
182,aftertaste,7.5
182,acidity,7.83
182,body,7.67
182,balance,8.5
182,uniformity,10
182,clean_cup,10
182,sweetness,10
182,cupper_points,7.5
183,aroma,7.58
183,flavor,7.92
183,aftertaste,7.58
183,acidity,7.75
183,body,7.92
183,balance,7.75
183,uniformity,10
183,clean_cup,10
183,sweetness,10
183,cupper_points,7.83
184,aroma,7.67
184,flavor,7.67
184,aftertaste,7.75
184,acidity,7.83
184,body,7.75
184,balance,7.83
184,uniformity,10
184,clean_cup,10
184,sweetness,10
184,cupper_points,7.83
185,aroma,7.75
185,flavor,7.67
185,aftertaste,8
185,acidity,7.67
185,body,8.08
185,balance,7.83
185,uniformity,10
185,clean_cup,10
185,sweetness,10
185,cupper_points,7.33
186,aroma,7.75
186,flavor,7.58
186,aftertaste,7.33
186,acidity,7.83
186,body,7.58
186,balance,8.08
186,uniformity,10
186,clean_cup,10
186,sweetness,10
186,cupper_points,8.17
187,aroma,8
187,flavor,7.75
187,aftertaste,7.75
187,acidity,7.83
187,body,7.5
187,balance,7.67
187,uniformity,10
187,clean_cup,10
187,sweetness,10
187,cupper_points,7.83
188,aroma,8.17
188,flavor,8
188,aftertaste,7.5
188,acidity,7.75
188,body,7.5
188,balance,7.67
188,uniformity,10
188,clean_cup,10
188,sweetness,10
188,cupper_points,7.75
189,aroma,8
189,flavor,8
189,aftertaste,7.5
189,acidity,7.5
189,body,7.67
189,balance,7.75
189,uniformity,10
189,clean_cup,10
189,sweetness,10
189,cupper_points,7.92
190,aroma,7.75
190,flavor,7.75
190,aftertaste,7.92
190,acidity,7.75
190,body,7.5
190,balance,7.92
190,uniformity,10
190,clean_cup,10
190,sweetness,10
190,cupper_points,7.75
191,aroma,7.5
191,flavor,7.67
191,aftertaste,7.75
191,acidity,7.67
191,body,7.92
191,balance,7.92
191,uniformity,10
191,clean_cup,10
191,sweetness,10
191,cupper_points,7.92
192,aroma,7.92
192,flavor,7.75
192,aftertaste,7.75
192,acidity,7.67
192,body,7.67
192,balance,7.83
192,uniformity,10
192,clean_cup,10
192,sweetness,10
192,cupper_points,7.67
193,aroma,7.83
193,flavor,7.75
193,aftertaste,7.75
193,acidity,7.42
193,body,7.83
193,balance,7.67
193,uniformity,10
193,clean_cup,10
193,sweetness,10
193,cupper_points,8
194,aroma,7.83
194,flavor,7.58
194,aftertaste,7.75
194,acidity,7.58
194,body,7.67
194,balance,8
194,uniformity,10
194,clean_cup,10
194,sweetness,10
194,cupper_points,7.83
195,aroma,7.75
195,flavor,7.75
195,aftertaste,7.58
195,acidity,7.92
195,body,7.75
195,balance,7.75
195,uniformity,10
195,clean_cup,10
195,sweetness,10
195,cupper_points,7.75
196,aroma,7.75
196,flavor,7.92
196,aftertaste,7.5
196,acidity,8.08
196,body,7.58
196,balance,7.67
196,uniformity,10
196,clean_cup,10
196,sweetness,10
196,cupper_points,7.75
197,aroma,7.83
197,flavor,7.83
197,aftertaste,7.58
197,acidity,7.75
197,body,7.75
197,balance,7.75
197,uniformity,10
197,clean_cup,10
197,sweetness,10
197,cupper_points,7.75
198,aroma,7.67
198,flavor,7.67
198,aftertaste,7.75
198,acidity,7.75
198,body,7.67
198,balance,7.92
198,uniformity,10
198,clean_cup,10
198,sweetness,10
198,cupper_points,7.83
199,aroma,7.83
199,flavor,7.67
199,aftertaste,7.75
199,acidity,7.58
199,body,7.92
199,balance,7.75
199,uniformity,10
199,clean_cup,10
199,sweetness,10
199,cupper_points,7.75
200,aroma,7.83
200,flavor,7.75
200,aftertaste,7.83
200,acidity,7.58
200,body,7.67
200,balance,7.75
200,uniformity,10
200,clean_cup,10
200,sweetness,10
200,cupper_points,7.83
201,aroma,7.42
201,flavor,7.67
201,aftertaste,7.83
201,acidity,7.75
201,body,7.92
201,balance,7.83
201,uniformity,10
201,clean_cup,10
201,sweetness,10
201,cupper_points,7.83
202,aroma,7.83
202,flavor,7.67
202,aftertaste,7.75
202,acidity,7.83
202,body,7.67
202,balance,7.67
202,uniformity,10
202,clean_cup,10
202,sweetness,10
202,cupper_points,7.83
203,aroma,7.83
203,flavor,7.75
203,aftertaste,7.75
203,acidity,7.75
203,body,7.67
203,balance,7.75
203,uniformity,10
203,clean_cup,10
203,sweetness,10
203,cupper_points,7.75
204,aroma,7.83
204,flavor,7.83
204,aftertaste,7.5
204,acidity,7.92
204,body,7.58
204,balance,7.75
204,uniformity,10
204,clean_cup,10
204,sweetness,10
204,cupper_points,7.83
205,aroma,7.58
205,flavor,7.5
205,aftertaste,7.75
205,acidity,7.83
205,body,7.92
205,balance,7.83
205,uniformity,10
205,clean_cup,10
205,sweetness,10
205,cupper_points,7.83
206,aroma,7.33
206,flavor,7.92
206,aftertaste,7.92
206,acidity,7.92
206,body,7.92
206,balance,8.08
206,uniformity,10
206,clean_cup,10
206,sweetness,9.33
206,cupper_points,7.83
207,aroma,7.83
207,flavor,7.92
207,aftertaste,7.67
207,acidity,7.83
207,body,7.5
207,balance,7.75
207,uniformity,10
207,clean_cup,10
207,sweetness,10
207,cupper_points,7.75
208,aroma,7.83
208,flavor,7.83
208,aftertaste,7.75
208,acidity,7.67
208,body,7.83
208,balance,7.58
208,uniformity,10
208,clean_cup,10
208,sweetness,10
208,cupper_points,7.75
209,aroma,7.83
209,flavor,7.92
209,aftertaste,7.67
209,acidity,7.75
209,body,7.5
209,balance,7.75
209,uniformity,10
209,clean_cup,10
209,sweetness,10
209,cupper_points,7.83
210,aroma,8.17
210,flavor,7.75
210,aftertaste,7.58
210,acidity,7.67
210,body,7.83
210,balance,7.58
210,uniformity,10
210,clean_cup,10
210,sweetness,10
210,cupper_points,7.67
211,aroma,7.75
211,flavor,7.83
211,aftertaste,7.58
211,acidity,7.83
211,body,7.67
211,balance,7.75
211,uniformity,10
211,clean_cup,10
211,sweetness,10
211,cupper_points,7.75
212,aroma,7.83
212,flavor,7.75
212,aftertaste,7.58
212,acidity,7.67
212,body,7.75
212,balance,7.83
212,uniformity,10
212,clean_cup,10
212,sweetness,10
212,cupper_points,7.75
213,aroma,7.92
213,flavor,7.75
213,aftertaste,7.67
213,acidity,7.67
213,body,7.5
213,balance,7.67
213,uniformity,10
213,clean_cup,10
213,sweetness,10
213,cupper_points,8
214,aroma,7.75
214,flavor,7.75
214,aftertaste,7.58
214,acidity,8
214,body,7.67
214,balance,7.83
214,uniformity,10
214,clean_cup,10
214,sweetness,10
214,cupper_points,7.58
215,aroma,7.75
215,flavor,7.92
215,aftertaste,7.58
215,acidity,7.92
215,body,7.67
215,balance,7.67
215,uniformity,10
215,clean_cup,10
215,sweetness,10
215,cupper_points,7.67
216,aroma,7.58
216,flavor,7.83
216,aftertaste,7.58
216,acidity,7.83
216,body,7.83
216,balance,7.67
216,uniformity,10
216,clean_cup,10
216,sweetness,10
216,cupper_points,7.83
217,aroma,8
217,flavor,7.5
217,aftertaste,7.5
217,acidity,7.67
217,body,8
217,balance,7.83
217,uniformity,10
217,clean_cup,10
217,sweetness,10
217,cupper_points,7.67
218,aroma,7.67
218,flavor,7.83
218,aftertaste,7.83
218,acidity,7.5
218,body,7.67
218,balance,7.83
218,uniformity,10
218,clean_cup,10
218,sweetness,10
218,cupper_points,7.83
219,aroma,7.67
219,flavor,7.75
219,aftertaste,7.75
219,acidity,7.67
219,body,7.83
219,balance,7.75
219,uniformity,10
219,clean_cup,10
219,sweetness,10
219,cupper_points,7.75
220,aroma,7.67
220,flavor,7.75
220,aftertaste,7.67
220,acidity,7.75
220,body,7.5
220,balance,8
220,uniformity,10
220,clean_cup,10
220,sweetness,10
220,cupper_points,7.83
221,aroma,7.5
221,flavor,7.92
221,aftertaste,7.58
221,acidity,7.83
221,body,7.75
221,balance,7.83
221,uniformity,10
221,clean_cup,10
221,sweetness,10
221,cupper_points,7.75
222,aroma,7.92
222,flavor,7.75
222,aftertaste,7.75
222,acidity,7.75
222,body,7.75
222,balance,7.58
222,uniformity,10
222,clean_cup,10
222,sweetness,10
222,cupper_points,7.67
223,aroma,7.67
223,flavor,7.5
223,aftertaste,7.67
223,acidity,7.42
223,body,7.83
223,balance,8.58
223,uniformity,10
223,clean_cup,10
223,sweetness,10
223,cupper_points,7.5
224,aroma,7.67
224,flavor,7.75
224,aftertaste,7.67
224,acidity,7.75
224,body,7.75
224,balance,7.75
224,uniformity,10
224,clean_cup,10
224,sweetness,10
224,cupper_points,7.83
225,aroma,7.58
225,flavor,7.75
225,aftertaste,7.75
225,acidity,7.75
225,body,7.75
225,balance,7.83
225,uniformity,10
225,clean_cup,10
225,sweetness,10
225,cupper_points,7.75
226,aroma,7.58
226,flavor,7.83
226,aftertaste,7.75
226,acidity,7.67
226,body,7.67
226,balance,8
226,uniformity,10
226,clean_cup,10
226,sweetness,10
226,cupper_points,7.67
227,aroma,7.92
227,flavor,7.75
227,aftertaste,7.67
227,acidity,7.67
227,body,7.83
227,balance,7.92
227,uniformity,10
227,clean_cup,10
227,sweetness,10
227,cupper_points,7.42
228,aroma,8.42
228,flavor,8.08
228,aftertaste,7.5
228,acidity,7.17
228,body,7.58
228,balance,8.17
228,uniformity,9.33
228,clean_cup,10
228,sweetness,10
228,cupper_points,7.92
229,aroma,7.75
229,flavor,7.75
229,aftertaste,7.75
229,acidity,7.75
229,body,7.83
229,balance,7.75
229,uniformity,10
229,clean_cup,10
229,sweetness,10
229,cupper_points,7.58
230,aroma,7.83
230,flavor,7.5
230,aftertaste,7.5
230,acidity,8
230,body,7.83
230,balance,7.83
230,uniformity,10
230,clean_cup,10
230,sweetness,10
230,cupper_points,7.67
231,aroma,7.83
231,flavor,7.75
231,aftertaste,7.5
231,acidity,7.83
231,body,7.83
231,balance,7.75
231,uniformity,10
231,clean_cup,10
231,sweetness,10
231,cupper_points,7.67
232,aroma,7.81
232,flavor,7.88
232,aftertaste,7.56
232,acidity,7.75
232,body,7.63
232,balance,7.75
232,uniformity,10
232,clean_cup,10
232,sweetness,10
232,cupper_points,7.75
233,aroma,7.83
233,flavor,7.5
233,aftertaste,7.42
233,acidity,7.5
233,body,7.83
233,balance,8.5
233,uniformity,10
233,clean_cup,10
233,sweetness,10
233,cupper_points,7.5
234,aroma,7.58
234,flavor,7.67
234,aftertaste,7.67
234,acidity,7.67
234,body,7.75
234,balance,7.83
234,uniformity,10
234,clean_cup,10
234,sweetness,10
234,cupper_points,7.92
235,aroma,8
235,flavor,7.75
235,aftertaste,7.5
235,acidity,7.58
235,body,7.92
235,balance,7.67
235,uniformity,10
235,clean_cup,10
235,sweetness,10
235,cupper_points,7.67
236,aroma,7.92
236,flavor,7.75
236,aftertaste,7.67
236,acidity,7.75
236,body,7.67
236,balance,7.67
236,uniformity,10
236,clean_cup,10
236,sweetness,10
236,cupper_points,7.67
237,aroma,7.58
237,flavor,7.75
237,aftertaste,7.67
237,acidity,8
237,body,7.75
237,balance,7.67
237,uniformity,10
237,clean_cup,10
237,sweetness,10
237,cupper_points,7.67
238,aroma,7.83
238,flavor,7.75
238,aftertaste,7.83
238,acidity,7.83
238,body,7.42
238,balance,8.08
238,uniformity,9.33
238,clean_cup,10
238,sweetness,10
238,cupper_points,8
239,aroma,7.67
239,flavor,7.75
239,aftertaste,7.67
239,acidity,7.75
239,body,7.67
239,balance,7.75
239,uniformity,10
239,clean_cup,10
239,sweetness,10
239,cupper_points,7.83
240,aroma,7.92
240,flavor,7.92
240,aftertaste,7.83
240,acidity,8
240,body,7.92
240,balance,7.92
240,uniformity,10
240,clean_cup,10
240,sweetness,8.67
240,cupper_points,7.92
241,aroma,7.58
241,flavor,7.75
241,aftertaste,7.67
241,acidity,7.75
241,body,7.83
241,balance,7.75
241,uniformity,10
241,clean_cup,10
241,sweetness,10
241,cupper_points,7.67
242,aroma,7.83
242,flavor,7.75
242,aftertaste,7.67
242,acidity,7.75
242,body,7.33
242,balance,7.75
242,uniformity,10
242,clean_cup,10
242,sweetness,10
242,cupper_points,7.92
243,aroma,7.42
243,flavor,7.83
243,aftertaste,7.75
243,acidity,7.92
243,body,7.75
243,balance,7.58
243,uniformity,10
243,clean_cup,10
243,sweetness,10
243,cupper_points,7.75
244,aroma,7.67
244,flavor,7.83
244,aftertaste,7.58
244,acidity,7.92
244,body,7.75
244,balance,7.67
244,uniformity,10
244,clean_cup,10
244,sweetness,10
244,cupper_points,7.58
245,aroma,7.67
245,flavor,7.67
245,aftertaste,7.83
245,acidity,7.58
245,body,7.58
245,balance,7.83
245,uniformity,10
245,clean_cup,10
245,sweetness,10
245,cupper_points,7.83
246,aroma,7.92
246,flavor,7.67
246,aftertaste,7.42
246,acidity,7.92
246,body,7.75
246,balance,7.83
246,uniformity,10
246,clean_cup,10
246,sweetness,10
246,cupper_points,7.5
247,aroma,7.75
247,flavor,7.83
247,aftertaste,7.5
247,acidity,7.83
247,body,7.58
247,balance,7.67
247,uniformity,10
247,clean_cup,10
247,sweetness,10
247,cupper_points,7.83
248,aroma,7.67
248,flavor,7.75
248,aftertaste,7.67
248,acidity,7.67
248,body,7.67
248,balance,7.75
248,uniformity,10
248,clean_cup,10
248,sweetness,10
248,cupper_points,7.83
249,aroma,7.58
249,flavor,7.42
249,aftertaste,7.75
249,acidity,7.92
249,body,7.75
249,balance,7.92
249,uniformity,10
249,clean_cup,10
249,sweetness,10
249,cupper_points,7.67
250,aroma,7.67
250,flavor,7.67
250,aftertaste,7.5
250,acidity,7.5
250,body,7.67
250,balance,7.67
250,uniformity,10
250,clean_cup,10
250,sweetness,10
250,cupper_points,8.33
251,aroma,7.75
251,flavor,7.75
251,aftertaste,7.5
251,acidity,7.58
251,body,7.67
251,balance,7.92
251,uniformity,10
251,clean_cup,10
251,sweetness,10
251,cupper_points,7.83
252,aroma,7.58
252,flavor,7.83
252,aftertaste,7.67
252,acidity,7.25
252,body,8
252,balance,7.75
252,uniformity,10
252,clean_cup,10
252,sweetness,10
252,cupper_points,7.92
253,aroma,7.67
253,flavor,7.83
253,aftertaste,7.67
253,acidity,7.75
253,body,7.67
253,balance,7.75
253,uniformity,10
253,clean_cup,10
253,sweetness,10
253,cupper_points,7.67
254,aroma,7.67
254,flavor,7.83
254,aftertaste,7.5
254,acidity,7.75
254,body,7.92
254,balance,7.67
254,uniformity,10
254,clean_cup,10
254,sweetness,10
254,cupper_points,7.67
255,aroma,7.92
255,flavor,8.17
255,aftertaste,8.17
255,acidity,8.42
255,body,8.08
255,balance,8.17
255,uniformity,8.67
255,clean_cup,8.67
255,sweetness,9.33
255,cupper_points,8.42
256,aroma,7.67
256,flavor,7.75
256,aftertaste,7.67
256,acidity,7.75
256,body,7.83
256,balance,7.67
256,uniformity,10
256,clean_cup,10
256,sweetness,10
256,cupper_points,7.67
257,aroma,7.92
257,flavor,7.75
257,aftertaste,7.58
257,acidity,7.67
257,body,7.67
257,balance,7.83
257,uniformity,10
257,clean_cup,10
257,sweetness,10
257,cupper_points,7.58
258,aroma,7.58
258,flavor,7.75
258,aftertaste,7.58
258,acidity,7.75
258,body,7.58
258,balance,7.75
258,uniformity,10
258,clean_cup,10
258,sweetness,10
258,cupper_points,8
259,aroma,7.5
259,flavor,7.75
259,aftertaste,7.58
259,acidity,7.5
259,body,7.58
259,balance,7.5
259,uniformity,10
259,clean_cup,10
259,sweetness,10
259,cupper_points,8.5
260,aroma,7.83
260,flavor,7.83
260,aftertaste,7.58
260,acidity,7.92
260,body,7.42
260,balance,7.5
260,uniformity,10
260,clean_cup,10
260,sweetness,10
260,cupper_points,7.83
261,aroma,7.67
261,flavor,7.75
261,aftertaste,7.5
261,acidity,7.67
261,body,7.67
261,balance,7.83
261,uniformity,10
261,clean_cup,10
261,sweetness,10
261,cupper_points,7.83
262,aroma,7.58
262,flavor,7.67
262,aftertaste,7.67
262,acidity,7.75
262,body,7.58
262,balance,7.83
262,uniformity,10
262,clean_cup,10
262,sweetness,10
262,cupper_points,7.83
263,aroma,7.83
263,flavor,7.75
263,aftertaste,7.83
263,acidity,7.75
263,body,7.83
263,balance,7.75
263,uniformity,9.33
263,clean_cup,10
263,sweetness,10
263,cupper_points,7.83
264,aroma,7.75
264,flavor,7.67
264,aftertaste,7.5
264,acidity,7.75
264,body,7.83
264,balance,7.75
264,uniformity,10
264,clean_cup,10
264,sweetness,10
264,cupper_points,7.67
265,aroma,7.75
265,flavor,7.58
265,aftertaste,7.5
265,acidity,7.83
265,body,7.75
265,balance,7.92
265,uniformity,10
265,clean_cup,10
265,sweetness,10
265,cupper_points,7.58
266,aroma,7.75
266,flavor,7.75
266,aftertaste,7.58
266,acidity,7.75
266,body,7.75
266,balance,7.67
266,uniformity,10
266,clean_cup,10
266,sweetness,10
266,cupper_points,7.67
267,aroma,7.92
267,flavor,7.67
267,aftertaste,7.5
267,acidity,7.83
267,body,7.58
267,balance,7.67
267,uniformity,10
267,clean_cup,10
267,sweetness,10
267,cupper_points,7.75
268,aroma,7.83
268,flavor,7.75
268,aftertaste,7.58
268,acidity,7.58
268,body,7.75
268,balance,7.75
268,uniformity,10
268,clean_cup,10
268,sweetness,10
268,cupper_points,7.67
269,aroma,7.75
269,flavor,7.58
269,aftertaste,7.67
269,acidity,7.83
269,body,7.83
269,balance,7.67
269,uniformity,10
